oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Beez Neez","Cherry Creek Boulder > Outlying  Areas > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114270395/beez-neez,4.0,-1,Boulder,V8,1,20,34.58858,-112.05217
"Razors Edge","World Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106673421/razors-edge,2.7,-1,Boulder,V0+,1,,33.35722,-112.01162
Hozho,"Hozho Boulder > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115776574/hozho,4.0,-1,Boulder,"V4 R",1,35,35.23484,-111.6018
"American Hero","Parking Area Bouldering > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/117913914/american-hero,4.0,-1,Boulder,V12,1,9,35.08201,-111.6004
Battleship,"Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828977/battleship,4.0,-1,Boulder,V7,1,,34.74062,-110.01709
"Ambulance Speed Dial","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828877/ambulance-speed-dial,4.0,-1,Boulder,V4,1,,34.74062,-110.01709
"Pressure Drop","Pressure Drop Roof > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/117915352/pressure-drop,4.0,-1,Boulder,V6,1,25,35.0655,-111.6959
Wifebeater,"The Island > Howard Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106037260/wifebeater,3.3,-1,Boulder,V7+,1,12,35.0816,-111.5995
"Call the Medics","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828893/call-the-medics,4.0,-1,Boulder,V0,1,,34.74062,-110.01709
Yardmaster,"The Yard > Slavin Gultch > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116183859/yardmaster,4.0,-1,Boulder,V6,1,17,31.88108,-110.02676
"Warthog From Hell","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828989/warthog-from-hell,4.0,-1,Boulder,V4,1,,34.74062,-110.01709
"Poison Arrow","Goldwater Lake > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116644206/poison-arrow,4.0,-1,Boulder,V7,1,15,34.49688,-112.44582
"Highballers Roost","Highballers Roost > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116816510/highballers-roost,4.0,-1,Boulder,V1,1,,33.34006,-112.02118
Smelter,"Rookie Stripes > Mint Wash > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116687957/smelter,4.0,-1,Boulder,V8,1,15,34.63748,-112.52889
"Pink Lightening Ultra","Puzzle Box > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107479310/pink-lightening-ultra,4.0,-1,Boulder,V13,1,,35.0819,-111.601
"Black Panther","Tiger Wall Area > Area 2 > Freidlein Prairie > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115364322/black-panther,4.0,-1,Boulder,V11,1,18,35.2976,-111.64939
"Into Battle","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828975/into-battle,4.0,-1,Boulder,V7,1,,34.74062,-110.01709
Cornerstone,"Goldwater Lake > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116644245/cornerstone,4.0,-1,Boulder,V5,1,15,34.49688,-112.44582
"Mission Irrational","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828948/mission-irrational,4.0,-1,Boulder,V1,1,,34.74062,-110.01709
"Halcyon Nights","Quartzite Spring Boulder > Rappel Rock > Summit Bouldering > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/115328650/halcyon-nights,4.0,-1,Boulder,V11,1,15,32.43544,-110.79488
"Walk The Line","Line of Sight > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116628368/walk-the-line,4.0,-1,Boulder,V5,1,,33.34147,-112.01495
"Rookie Stripes","Rookie Stripes > Mint Wash > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116495155/rookie-stripes,4.0,-1,Boulder,V6,1,15,34.63748,-112.52889
Crossroads,"Striped Wall Area > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116797421/crossroads,4.0,-1,Boulder,V2,1,,33.36251,-112.02596
"Time Under Tension","The Ruins > Entrance Boulders > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117784760/time-under-tension,4.0,-1,Boulder,V10,1,12,32.43321,-110.77453
"BK Broiler (anorexic direct)","Anorexic Roof > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107444384/bk-broiler-anorexic-direct,4.0,-1,Boulder,V10,1,15,35.08062,-111.61267
"Witness to a Heist","Lizard Boulders > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114275845/witness-to-a-heist,3.8,-1,Boulder,V7,1,16,32.3751,-110.70681
"Like My Fathers Before Me","Moran Point > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111880192/like-my-fathers-before-me,4.0,-1,Boulder,V0-1,1,12,36.01077,-112.20058
"Six Echo","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829135/six-echo,4.0,-1,Boulder,V1,1,,34.74062,-110.01709
"Rita Vrataski","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828958/rita-vrataski,4.0,-1,Boulder,V2,1,,34.74062,-110.01709
"Dose of Thunder","Dose of Thunder Boulder > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/113846089/dose-of-thunder,4.0,-1,Boulder,V10,1,18,34.48673,-112.54643
A-10,"Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828997/a-10,4.0,-1,Boulder,V5,1,,34.74062,-110.01709
Postman,"Serengeti > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116592535/postman,4.0,-1,Boulder,V7,1,12,34.63408,-112.58575
"Soul Brother","Tiger Wall Area > Area 2 > Freidlein Prairie > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116111883/soul-brother,4.0,-1,Boulder,V8,1,18,35.2976,-111.64939
"Harry Spotter","Upper Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109939928/harry-spotter,4.0,-1,Boulder,V6,1,15,34.88372,-111.75427
"Tiny Hands","Brush Monkey Boulders > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114617370/tiny-hands,4.0,-1,Boulder,V6-7,1,12,34.48828,-112.55576
"Bone Collector","Hilltop Boulder > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114230954/bone-collector,4.0,-1,Boulder,V6,1,15,34.49172,-112.55587
"Northeast Arete","Quartzite Spring Boulder > Rappel Rock > Summit Bouldering > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114981311/northeast-arete,4.0,-1,Boulder,V5-6,1,15,32.43544,-110.79488
"The Underbelly","Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/117739586/the-underbelly,4.0,-1,Boulder,V10,1,13,33.8501,-113.68748
"The Slapper Problem","Layback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106431855/the-slapper-problem,3.0,-1,Boulder,V2,1,15,34.46733,-112.43804
Flotsam,"DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/107526113/flotsam,4.0,-1,"Trad, Boulder",V4,1,25,34.95661,-110.65823
"Over 9,000","Sauna > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115571472/over-9000,4.0,-1,Boulder,V4,1,22,35.22813,-111.60851
"Natural Disaster","DWS West Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/106781492/natural-disaster,4.0,-1,Boulder,V6,1,30,34.96125,-110.65969
"Lean-to Crack","Elden Springs > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115150965/lean-to-crack,4.0,-1,Boulder,V5,1,20,35.27445,-111.57827
"Nevermind the Lion","Hermit Trail Horsethief Tank Cave > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114334369/nevermind-the-lion,4.0,-1,Boulder,V5-6,1,20,36.0403,-112.21946
"Pocket Rocket","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264378/pocket-rocket,4.0,-1,Boulder,V4,1,15,33.5046,-112.077
"Smaug's Treasure","Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113847380/smaugs-treasure,4.0,-1,Boulder,V8,1,,35.23506,-111.61395
"Road Kill Cafe","North Suess > SEUSS AREA > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114964226/road-kill-cafe,4.0,-1,Boulder,V5,1,30,35.47647,-113.67962
"Laredo Crack","The BreezeBlocks > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111491740/laredo-crack,4.0,-1,Boulder,V5,1,15,34.87618,-111.72299
"Bearadactyl pups","The Kingdom > East Mogollon Rim > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107824074/bearadactyl-pups,4.0,-1,Boulder,V5,1,,34.5504,-111.231
"Jabba the Hut","Lower Midgley Wash > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107220994/jabba-the-hut,4.0,-1,Boulder,V4,1,20,34.88934,-111.75151
"Traverse v3","The Island > Howard Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/117911180/traverse-v3,4.0,-1,Boulder,V3,1,40,35.0816,-111.5995
"Black Cat in the Hat","North Suess > SEUSS AREA > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114330762/black-cat-in-the-hat,4.0,-1,Boulder,V7-8,1,,35.47647,-113.67962
"Triple Lundee","Sky Cave > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108665886/triple-lundee,4.0,-1,Boulder,V7,1,20,35.2314,-111.60676
"despierta al dragón","el dragón > La Milagrosa Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114065231/despierta-al-dragon,4.0,-1,Boulder,V8,1,18,32.29989,-110.71055
"Shoot to Kill","The Gun Locker > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109448315/shoot-to-kill,4.0,-1,Boulder,"V10 PG13",1,23,35.06667,-111.69286
"Scary Spice","Swamp Boulder > Secret Gully > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113637358/scary-spice,4.0,-1,Boulder,V2,1,20,32.38181,-110.69125
"Alphabet Boyz","Alphabet Boyz Boulder > Linda Vista Bouldering > Linda Vista > Pusch Ridge > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113447607/alphabet-boyz,4.0,-1,Boulder,V12,1,20,32.3758,-110.951
"G - The Main Event","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729575/g-the-main-event,4.0,-1,Boulder,V0+,1,40,33.56101,-111.51839
"Poukachev Prow","Tule Tank Wash > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112235015/poukachev-prow,4.0,-1,Boulder,V4,1,35,35.0404,-112.08403
"Friends in Low Places","Friends in LOW PLACES area > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114330678/friends-in-low-places,4.0,-1,Boulder,V5,1,,35.46225,-113.67963
Shocktopus,"Elliot Boulder > Gloria's > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106643793/shocktopus,4.0,-1,Boulder,"V6 R",1,22,35.232,-111.6245
"Skyline Arete","Skyline > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108687698/skyline-arete,4.0,-1,Boulder,V1,1,20,35.22849,-111.60623
"Corner Pockets","Corner Pockets Area > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729949/corner-pockets,4.0,-1,Boulder,V2-,1,35,33.55625,-111.50993
"E - The Duemler Roof","Lost Whiskey Wall > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729515/e-the-duemler-roof,4.0,-1,Boulder,V1,1,30,33.56101,-111.51839
"Crouching Boy Hidden Boulder","The Block > Lakeview Campground > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108757016/crouching-boy-hidden-boulder,4.0,-1,Boulder,V3-4,1,12,35.0678,-111.4967
"Cracked Glass","UFO Boulders > Icecapades > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/109103093/cracked-glass,4.0,-1,Boulder,V5,1,14,33.74158,-112.17486
"Corn on the Cob","Red Dragon Trail > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112567600/corn-on-the-cob,4.0,-1,Boulder,V5,1,20,35.23547,-111.61154
"the sarcophagus","Oak Flat Bouldering > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106825825/the-sarcophagus,4.0,-1,Boulder,V4,1,17,33.30561,-111.07634
"Double D Low","Atlantis > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959107/double-d-low,4.0,-1,Boulder,V11-12,1,15,33.3023,-111.0561
"Bottom Shelf Lick Her","Copper Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/111893803/bottom-shelf-lick-her,4.0,-1,"TR, Boulder","V3- PG13",1,15,34.53523,-111.90802
"Power struggle","Salome > Central Arizona > Arizona",https://www.mountainproject.com/route/108118405/power-struggle,4.0,-1,Boulder,"V12-13 R",1,35,33.8501,-113.68748
"All Work, No Play","Apex area > Fatmans Loop > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113623799/all-work-no-play,4.0,-1,Boulder,V2,1,20,35.24711,-111.6067
P.E.ness,"ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264390/peness,4.0,-1,Boulder,V3,1,15,33.5046,-112.077
"Voodoo Blues","Thor's Chasm > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110476087/voodoo-blues,4.0,-1,Boulder,V5,1,25,34.59503,-112.4187
"ER Arête","East Elden (Below Lost Elden) > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108646508/er-arete,4.0,-1,Boulder,V5,1,25,35.24711,-111.6067
"Gator Wrastlin'","The Whole World Area > Satellite Areas > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/111912924/gator-wrastlin,4.0,-1,Boulder,V2,1,10,34.46648,-112.44063
"The Pyramid","Atlantis > Oak Flats > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959113/the-pyramid,4.0,-1,Boulder,V8,1,15,33.3023,-111.0561
"Cranium Crack","Cranium Crack Area > Watson Lake Bouldering > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110477701/cranium-crack,4.0,-1,Boulder,V4,1,20,34.59603,-112.4195
Sol,"South Mountin Tower areas > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107678765/sol,4.0,-1,Boulder,V4,1,17,33.34213,-112.07597
"Bloom Effect","Stone Canyon > Southern Arizona > Arizona",https://www.mountainproject.com/route/110445030/bloom-effect,4.0,-1,Boulder,V7,1,12,32.49233,-110.94842
"Highway To Hell","Another Roadside Attraction Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110501844/highway-to-hell,4.0,-1,Boulder,V2-,1,15,34.46863,-112.43852
